Category of Data,Table,Column,ct_name,code_iaids,meaning,Data Type eADMS,Length eADMS,short_desc,Question_Def,Code meaning,typeofchange,Change_notes
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx12,Unintentional use/operation,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx13,Incorrect service/maintenance,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx14,Not serviced/maintained,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx15,Inadequate inspection,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx16,Not inspected,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx17,Related operating info,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx18,Related maintenance info,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx19,Related records,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,modifier_no,NULL,xxxxxxxx20,Not attained/maintained,char,2,NULL,"Used to qualify or further explain causal findings. Modifiers 01-30 can only be applied to findings code in the ""Aircraft"" category",NULL,FieldNew,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15418,"Engine instruments, vacuum pump gage",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15419,"Engine instruments, electronic flight information system (EFIS)",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15420,"Engine instruments, engine RPM gage",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15500,Torquemeter system,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15501,"Torquemeter system, shaft type",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15502,"Torquemeter system, oil pressure type",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15600,Reduction gear assembly,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15601,"Reduction gear assembly, casting",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15602,"Reduction gear assembly, mount pad",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15603,"Reduction gear assembly, reduction gear",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15604,"Reduction gear assembly, reduction gear bearing",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15605,"Reduction gear assembly, accessory drive shaft",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15606,"Reduction gear assembly, accessory drive gear",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15607,"Reduction gear assembly, accessory drive bearing",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15608,"Reduction gear assembly, boss eye bolt",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15609,"Reduction gear assembly, propeller shaft",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Modifier_Code,NULL,2116,Exposed taxiway edge,int,NULL,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",NULL,NULL,NULL
eADMS Data,Findings,findings_code,NULL,01057530XX,Aircraft - Aircraft power plant - Engine bleed air system - Compressor bleed control,char,NULL,NULL,NULL,"The system except valve and governor which controls the flow of air through turbine engines. Typical parts are sense line, fittings, cables, sense line filter, speed sense valve, etc.",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01057531XX,Aircraft - Aircraft power plant - Engine bleed air system - Compressor bleed governor,char,NULL,NULL,NULL,The unit controlling relative position of the compressor bleed valve in turbine engines for air flow control.,NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01057532XX,Aircraft - Aircraft power plant - Engine bleed air system - Compressor bleed valve,char,NULL,NULL,NULL,"The component which releases air from turbine engine compressor sections for air flow control. Typical parts are bleed valve, actuator, check valve, etc.",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01057540XX,Aircraft - Aircraft power plant - Engine bleed air system - Indicating system,char,NULL,NULL,NULL,"The systems which indicate temperature, pressure, control positions and warning indications of turbine engine compressor bleed air systems in turbine engines. Typical parts are transmitter, sensor, indicator, lamp, pressure switch, etc.",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01057597XX,Aircraft - Aircraft power plant - Engine bleed air system - Bleed air system wiring,char,NULL,NULL,NULL,For reports indicating a problem with wiring specific to the Engine Bleed Air System.,NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01057600XX,Aircraft - Aircraft power plant - Engine controls - (general),char,NULL,NULL,NULL,"The controls which govern the operation of the engine. Includes units and components which are interconnected for emergency shutdown. For turboprop engines, includes linkages and controls to the coordinator or equivalent to the propeller governor, fuel co",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01057601XX,Aircraft - Aircraft power plant - Engine controls - Engine synchronizing,char,NULL,NULL,NULL,The components providing for engine synchronization in multi-engine aircraft.,NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
Pre eADMS coding,seq_of_events,Modifier_Code,NULL,2118,"Gradient, excessive",int,NULL,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Modifier_Code,NULL,2119,Improper,int,NULL,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Modifier_Code,NULL,2120,Lack of frangibility,int,NULL,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Modifier_Code,NULL,2121,Narrow,int,NULL,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",NULL,NULL,NULL
eADMS Data,Findings,findings_code,NULL,01057602XX,Aircraft - Aircraft power plant - Engine controls - Mixture control,char,NULL,NULL,NULL,"The control for adjusting fuel-air mixture in piston engines. Includes linkage from the cockpit lever to the carburetor or fuel injector servo but does not include the arm on mixture control shafts. Typical parts are cable, rod, bellcrank, rod end, housin",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01057603XX,Aircraft - Aircraft power plant - Engine controls - Power lever,char,NULL,NULL,NULL,"The system which provides for control of carburetor or fuel injectors on piston engines; fuel controls or coordinator on turbine engines; and propeller regulator turboprop engines. Typical parts are cable, rod, rod end, bellcrank, bracket, clamp, actuator",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03035050XX,Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Drizzle/mist,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03035055XX,Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Fog,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03035060XX,Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Whiteout,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03035065XX,Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Sand/dust storm,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03035070XX,Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below approach minima,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
Pre eADMS coding,Occurrences,Phase_of_Flight,NULL,570,Landing,int,NULL,Phase of Flight,All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.,NULL,NULL,NULL
Pre eADMS coding,Occurrences,Phase_of_Flight,NULL,571,Landing - flare/touchdown,int,NULL,Phase of Flight,All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.,NULL,NULL,NULL
Pre eADMS coding,Occurrences,Phase_of_Flight,NULL,572,Landing - roll,int,NULL,Phase of Flight,All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.,NULL,NULL,NULL
eADMS Data,Findings,findings_code,NULL,03035075XX,Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03036000XX,Environmental issues - Conditions/weather/phenomena - Light condition - (general),char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03036010XX,Environmental issues - Conditions/weather/phenomena - Light condition - Bright light,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,03036015XX,Environmental issues - Conditions/weather/phenomena - Light condition - Low light,char,NULL,NULL,NULL,(under development),NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15000,Bleed air system,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15001,"Bleed air system, valve",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15002,"Bleed air system, sensitive valve",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15003,"Bleed air system, actuator",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15004,"Bleed air system, governor",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15005,"Bleed air system, lines",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15006,"Bleed air system, fittings",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15100,Fuel system,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15101,"Fuel system, tank",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15102,"Fuel system, line",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15103,"Fuel system, line fitting",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15104,"Fuel system, selector/valve",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15105,"Fuel system, filter",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15106,"Fuel system, strainer",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15107,"Fuel system, screen",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
